CORES;Data Aplicacao;Estabelecimento Executante;Vacina;Qdade
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;22
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;DTPA ACELULAR - ADULTO;1
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;DUPLA ADULTO;6
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;HEPATITE B;5
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;INFLUENZA (GRIPE);8
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;MENINGOCOCICA ACWY;5
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;PENTAVALENTE;6
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;PNEUMOCOCICA 10-VALENTE;5
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;QUADRIVALENTE CONTRA O HPV;7
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;ROTAVIRUS;4
I;dez/23;UAPS GUIOMAR ARRUDA;ANTIPOLIO (SABIN) VOP;1
I;dez/23;UAPS GUIOMAR ARRUDA;ANTIPOLIO INATIVADA VIP;5
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;8
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;5
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;14
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;9
I;dez/23;UAPS GUIOMAR ARRUDA;DTPA ACELULAR - ADULTO;1
I;dez/23;UAPS GUIOMAR ARRUDA;DUPLA ADULTO;4
I;dez/23;UAPS GUIOMAR ARRUDA;HEPATITE B;6
I;dez/23;UAPS GUIOMAR ARRUDA;INFLUENZA (GRIPE);18
I;dez/23;UAPS GUIOMAR ARRUDA;MENINGOCOCICA ACWY;2
I;dez/23;UAPS GUIOMAR ARRUDA;MENINGOCOCO C;7
I;dez/23;UAPS GUIOMAR ARRUDA;PENTAVALENTE;6
I;dez/23;UAPS GUIOMAR ARRUDA;PNEUMOCOCICA 10-VALENTE;5
I;dez/23;UAPS GUIOMAR ARRUDA;QUADRIVALENTE CONTRA O HPV;6
I;dez/23;UAPS GUIOMAR ARRUDA;ROTAVIRUS;3
I;dez/23;UAPS GUIOMAR ARRUDA;TRIPLICE (DTP);1
I;dez/23;UAPS GUIOMAR ARRUDA;TRIPLICE VIRAL (VTV);3
I;dez/23;UAPS GUIOMAR ARRUDA;VARICELA (ATENUADA);2
I;dez/23;UAPS JOAO MEDEIROS;ANTIPOLIO INATIVADA VIP;1
I;dez/23;UAPS JOAO MEDEIROS;BCG;3
I;dez/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;3
I;dez/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;19
I;dez/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;3
I;dez/23;UAPS JOAO MEDEIROS;DTPA ACELULAR - ADULTO;2
I;dez/23;UAPS JOAO MEDEIROS;DUPLA ADULTO;5
I;dez/23;UAPS JOAO MEDEIROS;HEPATITE B;6
I;dez/23;UAPS JOAO MEDEIROS;INFLUENZA (GRIPE);13
I;dez/23;UAPS JOAO MEDEIROS;MENINGOCOCICA ACWY;3
I;dez/23;UAPS JOAO MEDEIROS;MENINGOCOCO C;3
I;dez/23;UAPS JOAO MEDEIROS;PENTAVALENTE;1
I;dez/23;UAPS JOAO MEDEIROS;PNEUMOCOCICA 10-VALENTE;1
I;dez/23;UAPS JOAO MEDEIROS;QUADRIVALENTE CONTRA O HPV;3
I;dez/23;UAPS JOAO MEDEIROS;RAIVA EM CULTIVO CELULAR VERO;1
I;dez/23;UAPS JOAO MEDEIROS;TRIPLICE VIRAL (VTV);2
I;dez/23;UAPS LINEU JUCA;ANTIPOLIO (SABIN) VOP;2
I;dez/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;3
I;dez/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;6
I;dez/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;17
I;dez/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;3
I;dez/23;UAPS LINEU JUCA;DTPA ACELULAR - ADULTO;1
I;dez/23;UAPS LINEU JUCA;DUPLA ADULTO;4
I;dez/23;UAPS LINEU JUCA;HEPATITE A;1
I;dez/23;UAPS LINEU JUCA;HEPATITE B;8
I;dez/23;UAPS LINEU JUCA;INFLUENZA (GRIPE);22
I;dez/23;UAPS LINEU JUCA;MENINGOCOCICA ACWY;2
I;dez/23;UAPS LINEU JUCA;QUADRIVALENTE CONTRA O HPV;3
I;dez/23;UAPS LINEU JUCA;TRIPLICE (DTP);3
I;dez/23;UAPS MARIA APARECIDA;ANTIPOLIO (SABIN) VOP;4
I;dez/23;UAPS MARIA APARECIDA;ANTIPOLIO INATIVADA VIP;2
I;dez/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;2
I;dez/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;2
I;dez/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;14
I;dez/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;2
I;dez/23;UAPS MARIA APARECIDA;DTPA ACELULAR - ADULTO;2
I;dez/23;UAPS MARIA APARECIDA;DUPLA ADULTO;5
I;dez/23;UAPS MARIA APARECIDA;HEPATITE A;1
I;dez/23;UAPS MARIA APARECIDA;HEPATITE B;3
I;dez/23;UAPS MARIA APARECIDA;INFLUENZA (GRIPE);13
I;dez/23;UAPS MARIA APARECIDA;MENINGOCOCICA ACWY;2
I;dez/23;UAPS MARIA APARECIDA;MENINGOCOCO C;3
I;dez/23;UAPS MARIA APARECIDA;PENTAVALENTE;4
I;dez/23;UAPS MARIA APARECIDA;PNEUMOCOCICA 10-VALENTE;4
I;dez/23;UAPS MARIA APARECIDA;QUADRIVALENTE CONTRA O HPV;1
I;dez/23;UAPS MARIA APARECIDA;RAIVA EM CULTIVO CELULAR VERO;1
I;dez/23;UAPS MARIA APARECIDA;ROTAVIRUS;2
I;dez/23;UAPS MARIA APARECIDA;TETRA VIRAL;1
I;dez/23;UAPS MARIA APARECIDA;TRIPLICE VIRAL (VTV);4
I;dez/23;UAPS MARIA APARECIDA;VARICELA (ATENUADA);2
I;dez/23;UAPS PAULO DE MELO;ANTIPOLIO (SABIN) VOP;1
I;dez/23;UAPS PAULO DE MELO;ANTIPOLIO INATIVADA VIP;1
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;2
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;5
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;41
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;2
I;dez/23;UAPS PAULO DE MELO;DTPA ACELULAR - ADULTO;1
I;dez/23;UAPS PAULO DE MELO;DUPLA ADULTO;17
I;dez/23;UAPS PAULO DE MELO;FEBRE AMARELA;21
I;dez/23;UAPS PAULO DE MELO;HEPATITE A;1
I;dez/23;UAPS PAULO DE MELO;HEPATITE B;12
I;dez/23;UAPS PAULO DE MELO;INFLUENZA (GRIPE);48
I;dez/23;UAPS PAULO DE MELO;MENINGOCOCICA ACWY;3
I;dez/23;UAPS PAULO DE MELO;MENINGOCOCO C;5
I;dez/23;UAPS PAULO DE MELO;PENTAVALENTE;6
I;dez/23;UAPS PAULO DE MELO;PNEUMOCOCICA 10-VALENTE;6
I;dez/23;UAPS PAULO DE MELO;QUADRIVALENTE CONTRA O HPV;2
I;dez/23;UAPS PAULO DE MELO;RAIVA EM CULTIVO CELULAR VERO;1
I;dez/23;UAPS PAULO DE MELO;ROTAVIRUS;2
I;dez/23;UAPS PAULO DE MELO;TETRA VIRAL;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;ANTIPOLIO (SABIN) VOP;3
I;dez/23;UAPS REBOUCAS MACAMBIRA;ANTIPOLIO INATIVADA VIP;4
I;dez/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;3
I;dez/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;7
I;dez/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;29
I;dez/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;3
I;dez/23;UAPS REBOUCAS MACAMBIRA;DUPLA ADULTO;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;FEBRE AMARELA;26
I;dez/23;UAPS REBOUCAS MACAMBIRA;HEPATITE A;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;HEPATITE B;8
I;dez/23;UAPS REBOUCAS MACAMBIRA;INFLUENZA (GRIPE);33
I;dez/23;UAPS REBOUCAS MACAMBIRA;MENINGOCOCICA ACWY;4
I;dez/23;UAPS REBOUCAS MACAMBIRA;PENTAVALENTE;7
I;dez/23;UAPS REBOUCAS MACAMBIRA;PNEUMOCOCICA 10-VALENTE;4
I;dez/23;UAPS REBOUCAS MACAMBIRA;QUADRIVALENTE CONTRA O HPV;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;RAIVA EM CULTIVO CELULAR VERO;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;ROTAVIRUS;2
I;dez/23;UAPS REBOUCAS MACAMBIRA;TETRA VIRAL;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;TRIPLICE VIRAL (VTV);9
I;dez/23;UAPS REBOUCAS MACAMBIRA;VARICELA (ATENUADA);2
I;dez/23;UAPS VIRGILIO TAVORA;ANTIPOLIO (SABIN) VOP;3
I;dez/23;UAPS VIRGILIO TAVORA;ANTIPOLIO INATIVADA VIP;1
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;3
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;6
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;23
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;5
I;dez/23;UAPS VIRGILIO TAVORA;DTPA ACELULAR - ADULTO;1
I;dez/23;UAPS VIRGILIO TAVORA;DUPLA ADULTO;2
I;dez/23;UAPS VIRGILIO TAVORA;HEPATITE B;2
I;dez/23;UAPS VIRGILIO TAVORA;INFLUENZA (GRIPE);17
I;dez/23;UAPS VIRGILIO TAVORA;MENINGOCOCICA ACWY;4
I;dez/23;UAPS VIRGILIO TAVORA;MENINGOCOCO C;1
I;dez/23;UAPS VIRGILIO TAVORA;PENTAVALENTE;1
I;dez/23;UAPS VIRGILIO TAVORA;PNEUMOCOCICA 10-VALENTE;1
I;dez/23;UAPS VIRGILIO TAVORA;QUADRIVALENTE CONTRA O HPV;5
I;dez/23;UAPS VIRGILIO TAVORA;ROTAVIRUS;1
I;dez/23;UAPS VIRGILIO TAVORA;TRIPLICE (DTP);3
I;dez/23;UAPS VIRGILIO TAVORA;VARICELA (ATENUADA);3
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;2
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;5
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;2
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;DUPLA ADULTO;1
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;HEPATITE B;2
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;INFLUENZA (GRIPE);3
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;MENINGOCOCO C;2
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;PNEUMOCOCICA 10-VALENTE;1
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;TETRA VIRAL;1
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;TRIPLICE (DTP);1
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;TRIPLICE VIRAL (VTV);4
I;dez/23;UAPS 4 VARAS;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;2
I;dez/23;UAPS 4 VARAS;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;3
I;dez/23;UAPS 4 VARAS;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;3
I;dez/23;UAPS 4 VARAS;FEBRE AMARELA;8
I;dez/23;UAPS 4 VARAS;HEPATITE B;2
I;dez/23;UAPS 4 VARAS;INFLUENZA (GRIPE);3
I;dez/23;UAPS 4 VARAS;QUADRIVALENTE CONTRA O HPV;1
I;dez/23;UAPS AIRTON MONTE;ANTIPOLIO (SABIN) VOP;1
I;dez/23;UAPS AIRTON MONTE;ANTIPOLIO INATIVADA VIP;1
I;dez/23;UAPS AIRTON MONTE;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;2
I;dez/23;UAPS AIRTON MONTE;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;4
I;dez/23;UAPS AIRTON MONTE;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;30
I;dez/23;UAPS AIRTON MONTE;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;8
I;dez/23;UAPS AIRTON MONTE;DUPLA ADULTO;7
I;dez/23;UAPS AIRTON MONTE;HEPATITE B;3
I;dez/23;UAPS AIRTON MONTE;INFLUENZA (GRIPE);23
I;dez/23;UAPS AIRTON MONTE;MENINGOCOCICA ACWY;1
I;dez/23;UAPS AIRTON MONTE;PENTAVALENTE;1
I;dez/23;UAPS AIRTON MONTE;PNEUMOCOCICA 10-VALENTE;1
I;dez/23;UAPS AIRTON MONTE;QUADRIVALENTE CONTRA O HPV;3
I;dez/23;UAPS AIRTON MONTE;ROTAVIRUS;1
I;dez/23;UAPS AIRTON MONTE;TRIPLICE (DTP);1
I;dez/23;UAPS AIRTON MONTE;VARICELA (ATENUADA);1
I;dez/23;UAPS CARLOS RIBEIRO;ANTIPOLIO (SABIN) VOP;2
I;dez/23;UAPS CARLOS RIBEIRO;ANTIPOLIO INATIVADA VIP;6
I;dez/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;1
I;dez/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;8
I;dez/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;22
I;dez/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;6
I;dez/23;UAPS CARLOS RIBEIRO;DUPLA ADULTO;13
I;dez/23;UAPS CARLOS RIBEIRO;HEPATITE A;1
I;dez/23;UAPS CARLOS RIBEIRO;HEPATITE B;12
I;dez/23;UAPS CARLOS RIBEIRO;INFLUENZA (GRIPE);46
I;dez/23;UAPS CARLOS RIBEIRO;MENINGOCOCICA ACWY;4
I;dez/23;UAPS CARLOS RIBEIRO;MENINGOCOCO C;1
I;dez/23;UAPS CARLOS RIBEIRO;PENTAVALENTE;4
I;dez/23;UAPS CARLOS RIBEIRO;PNEUMOCOCICA 10-VALENTE;6
I;dez/23;UAPS CARLOS RIBEIRO;QUADRIVALENTE CONTRA O HPV;7
I;dez/23;UAPS CARLOS RIBEIRO;RAIVA EM CULTIVO CELULAR VERO;3
I;dez/23;UAPS CARLOS RIBEIRO;ROTAVIRUS;5
I;dez/23;UAPS CARLOS RIBEIRO;TRIPLICE VIRAL (VTV);5
I;dez/23;UAPS CARLOS RIBEIRO;VARICELA (ATENUADA);3
I;dez/23;UAPS CASEMIRO FILHO;ANTIPOLIO (SABIN) VOP;1
I;dez/23;UAPS CASEMIRO FILHO;ANTIPOLIO INATIVADA VIP;4
I;dez/23;UAPS CASEMIRO FILHO;COVID-19-INATIVADA, SINOVAC/BUTANTAN (CORONAVAC);6
I;dez/23;UAPS CASEMIRO FILHO;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;1
I;dez/23;UAPS CASEMIRO FILHO;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;2
I;dez/23;UAPS CASEMIRO FILHO;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;21
I;dez/23;UAPS CASEMIRO FILHO;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;5
I;dez/23;UAPS CASEMIRO FILHO;DUPLA ADULTO;2
I;dez/23;UAPS CASEMIRO FILHO;HEPATITE A;1
I;dez/23;UAPS CASEMIRO FILHO;HEPATITE B;2
I;dez/23;UAPS CASEMIRO FILHO;INFLUENZA (GRIPE);13
I;dez/23;UAPS CASEMIRO FILHO;MENINGOCOCICA ACWY;2
I;dez/23;UAPS CASEMIRO FILHO;PENTAVALENTE;5
I;dez/23;UAPS CASEMIRO FILHO;PNEUMOCOCICA 10-VALENTE;6
I;dez/23;UAPS CASEMIRO FILHO;RAIVA EM CULTIVO CELULAR VERO;2
I;dez/23;UAPS CASEMIRO FILHO;ROTAVIRUS;4
I;dez/23;UAPS CASEMIRO FILHO;TETRA VIRAL;1
I;dez/23;UAPS CASEMIRO FILHO;TRIPLICE VIRAL (VTV);3
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ANTIPOLIO (SABIN) VOP;1
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ANTIPOLIO INATIVADA VIP;4
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;8
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;28
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;6
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;DUPLA ADULTO;5
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;HEPATITE A;1
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;HEPATITE B;13
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;INFLUENZA (GRIPE);36
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;MENINGOCOCICA ACWY;1
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;MENINGOCOCO C;7
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;PENTAVALENTE;1
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;PNEUMOCOCICA 10-VALENTE;4
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;QUADRIVALENTE CONTRA O HPV;2
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;RAIVA EM CULTIVO CELULAR VERO;2
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ROTAVIRUS;2
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;TETRA VIRAL;1
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;TRIPLICE (DTP);1
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;TRIPLICE VIRAL (VTV);6
I;dez/23;UAPS FERNANDO FACANHA;ANTIPOLIO (SABIN) VOP;2
I;dez/23;UAPS FERNANDO FACANHA;ANTIPOLIO INATIVADA VIP;5
I;dez/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;5
I;dez/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;9
I;dez/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;18
I;dez/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;6
I;dez/23;UAPS FERNANDO FACANHA;DUPLA ADULTO;18
I;dez/23;UAPS FERNANDO FACANHA;FEBRE AMARELA;16
I;dez/23;UAPS FERNANDO FACANHA;HEPATITE A;4
I;dez/23;UAPS FERNANDO FACANHA;HEPATITE B;14
I;dez/23;UAPS FERNANDO FACANHA;INFLUENZA (GRIPE);31
I;dez/23;UAPS FERNANDO FACANHA;MENINGOCOCICA ACWY;2
I;dez/23;UAPS FERNANDO FACANHA;MENINGOCOCO C;8
I;dez/23;UAPS FERNANDO FACANHA;PENTAVALENTE;6
I;dez/23;UAPS FERNANDO FACANHA;PNEUMOCOCICA 10-VALENTE;5
I;dez/23;UAPS FERNANDO FACANHA;QUADRIVALENTE CONTRA O HPV;1
I;dez/23;UAPS FERNANDO FACANHA;ROTAVIRUS;4
I;dez/23;UAPS FERNANDO FACANHA;TETRA VIRAL;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;ANTIPOLIO INATIVADA VIP;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;BCG;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;17
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;6
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;DTPA ACELULAR - ADULTO;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;DUPLA ADULTO;2
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;HEPATITE B;5
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;INFLUENZA (GRIPE);14
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;MENINGOCOCICA ACWY;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;PENTAVALENTE;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;PNEUMOCOCICA 10-VALENTE;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;QUADRIVALENTE CONTRA O HPV;2
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;ROTAVIRUS;2
I;dez/23;UAPS GUIOMAR ARRUDA;ANTIPOLIO INATIVADA VIP;1
I;dez/23;UAPS GUIOMAR ARRUDA;BCG;1
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;3
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;2
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;13
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;2
I;dez/23;UAPS GUIOMAR ARRUDA;DTPA ACELULAR - ADULTO;1
I;dez/23;UAPS GUIOMAR ARRUDA;DUPLA ADULTO;3
I;dez/23;UAPS GUIOMAR ARRUDA;HEPATITE A;1
I;dez/23;UAPS GUIOMAR ARRUDA;HEPATITE B;5
I;dez/23;UAPS GUIOMAR ARRUDA;INFLUENZA (GRIPE);8
I;dez/23;UAPS GUIOMAR ARRUDA;MENINGOCOCICA ACWY;1
I;dez/23;UAPS GUIOMAR ARRUDA;MENINGOCOCO C;1
I;dez/23;UAPS GUIOMAR ARRUDA;PENTAVALENTE;1
I;dez/23;UAPS GUIOMAR ARRUDA;QUADRIVALENTE CONTRA O HPV;3
I;dez/23;UAPS GUIOMAR ARRUDA;RAIVA EM CULTIVO CELULAR VERO;1
I;dez/23;UAPS GUIOMAR ARRUDA;TRIPLICE VIRAL (VTV);1
I;dez/23;UAPS JOAO MEDEIROS;ANTIPOLIO (SABIN) VOP;1
I;dez/23;UAPS JOAO MEDEIROS;ANTIPOLIO INATIVADA VIP;1
I;dez/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;2
I;dez/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;18
I;dez/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;1
I;dez/23;UAPS JOAO MEDEIROS;HEPATITE A;1
I;dez/23;UAPS JOAO MEDEIROS;HEPATITE B;4
I;dez/23;UAPS JOAO MEDEIROS;INFLUENZA (GRIPE);7
I;dez/23;UAPS JOAO MEDEIROS;MENINGOCOCICA ACWY;1
I;dez/23;UAPS JOAO MEDEIROS;MENINGOCOCO C;2
I;dez/23;UAPS JOAO MEDEIROS;PENTAVALENTE;1
I;dez/23;UAPS JOAO MEDEIROS;PNEUMOCOCICA 10-VALENTE;2
I;dez/23;UAPS JOAO MEDEIROS;ROTAVIRUS;1
I;dez/23;UAPS JOAO MEDEIROS;TETRA VIRAL;1
I;dez/23;UAPS JOAO MEDEIROS;TRIPLICE VIRAL (VTV);2
I;dez/23;UAPS LINEU JUCA;ANTIPOLIO (SABIN) VOP;1
I;dez/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;1
I;dez/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;2
I;dez/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;15
I;dez/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;1
I;dez/23;UAPS LINEU JUCA;DUPLA ADULTO;5
I;dez/23;UAPS LINEU JUCA;FEBRE AMARELA;22
I;dez/23;UAPS LINEU JUCA;HEPATITE B;6
I;dez/23;UAPS LINEU JUCA;INFLUENZA (GRIPE);13
I;dez/23;UAPS LINEU JUCA;MENINGOCOCICA ACWY;1
I;dez/23;UAPS LINEU JUCA;QUADRIVALENTE CONTRA O HPV;1
I;dez/23;UAPS LINEU JUCA;RAIVA EM CULTIVO CELULAR VERO;1
I;dez/23;UAPS LINEU JUCA;TRIPLICE (DTP);1
I;dez/23;UAPS MARIA APARECIDA;ANTIPOLIO (SABIN) VOP;6
I;dez/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;1
I;dez/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;14
